Id,RecResult,Confidence
6114,i would like four tickets,1.0 1.0 1.0 1.0 1.0
6115,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6116,i would like three tickets for thursday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6117,i would like three tickets for the lion king,1.0 1.0 1.0 1.0 1.0 1.0 0.98 1.0 1.0
6118,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6119,i would like tickets for the natural natural history museum,1.0 1.0 1.0 0.95 1.0 1.0 1.0 1.0 1.0 1.0
6120,i would like two tickets,1.0 1.0 1.0 1.0 1.0
6121,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6122,i would like to go at thursday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6123,i would like four tickets for starlight express,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6124,i would like to sit in the seventh row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6127,i would like five tickets,1.0 1.0 1.0 1.0 1.0
6128,i would like two musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6129,i would like a ticket for tomorrow evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6130,i would like two tickets for the lion king,1.0 1.0 1.0 1.0 1.0 1.0 0.84 1.0 1.0
6131,i would like to sit in the third row,0.99 0.95 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6132,i would like tickets for madame tussauds,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6133,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6134,i would like a ticket for tuesday evening,1.0 1.0 1.0 1.0 0.99 1.0 1.0 1.0
6135,i would like three tickets for mamma mia,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6136,i would like to sit in the first row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6137,i would like tickets for the science museum,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
6138,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
6139,i would like to go this evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6140,i would like three tickets for the lion king,0.94 0.94 1.0 1.0 1.0 1.0 0.95 1.0 1.0
6141,i would like to sit in the first row,0.87 0.87 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6142,i would like tickets for madame tussauds,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6153,thank you,0.83 0.83
6154,thank you,1.0 1.0
6155,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6156,i want a single room,1.0 1.0 1.0 1.0 1.0
6157,i want a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0
6158,i want to leave on friday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6159,my name is erica,1.0 1.0 1.0 1.0
6160,i am from portugal,1.0 0.99 0.99 1.0
6161,i am from portugal,0.89 0.89 1.0 0.88
6162,i want three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
6163,i want to leave at ten o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6164,my name is janet,1.0 1.0 1.0 1.0
6165,i from turkey,0.64 1.0 1.0
6166,i'm fine,0.88 1.0
6167,i want boots,1.0 1.0 1.0
6168,i want red boots,1.0 1.0 1.0 1.0
6169,forty four,0.91 0.91
6170,i am a forty four,0.76 0.76 1.0 1.0 1.0
6171,i want a shirt,1.0 1.0 1.0 1.0
6172,i want a purple shirt,1.0 1.0 0.99 1.0 1.0
6173,great,0.86
6174,i need a large,1.0 1.0 0.84 1.0
6175,how much cost,0.53 0.53 0.66
6176,i would buy with,1.0 0.83 0.98 1.0
6177,how much does it cost,1.0 1.0 1.0 1.0 1.0
6178,the shirt is too expensive ticket,0.98 0.92 1.0 1.0 1.0 0.38
6179,i want a fanta,1.0 1.0 1.0 1.0
6180,i want a steak,1.0 1.0 0.58 1.0
6181,i'd like the steak well done,0.52 1.0 1.0 1.0 1.0 1.0
6182,i want the daily soup,1.0 1.0 0.97 0.99 0.99
6183,i would like the soup of the day,0.55 0.56 1.0 1.0 1.0 1.0 0.97 0.97
6184,i would like the dessert menu,1.0 1.0 1.0 1.0 0.98 1.0
6185,can i have the apple pie,1.0 1.0 1.0 0.99 1.0 1.0
6186,can i have the bill please,1.0 1.0 1.0 1.0 1.0 1.0
6187,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6188,a room for one week,0.8 1.0 1.0 1.0 1.0
6190,a room for one p m,1.0 1.0 1.0 1.0 0.98 0.98
6191,i am from australia,0.56 0.56 1.0 0.98
6192,blue boots,0.86 0.92
6193,a twin room please,0.76 1.0 1.0 1.0
6195,can i pay with visa,1.0 1.0 0.99 0.62 0.64
6196,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6197,is there a lift,1.0 1.0 1.0 0.95
6198,where is madame tussauds,1.0 0.99 0.9 0.9
6200,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6202,single room please,0.68 1.0 1.0
6203,a single room please,1.0 1.0 1.0 1.0
6204,with visa,0.97 0.97
6205,i pay with visa,0.98 1.0 1.0 1.0
6206,can i pay with euros,1.0 1.0 1.0 1.0 0.83
6208,can i pay with euros,1.0 1.0 1.0 1.0 0.89
6209,is there a lift,1.0 1.0 1.0 0.99
6210,where is the lift,1.0 1.0 1.0 1.0
6211,my bathroom is dirty,1.0 0.96 0.94 0.94
6212,i would like a hairdryer,1.0 1.0 1.0 0.99 0.91
6213,i'm good,0.51 0.43
6214,i would like a hairdryer,1.0 1.0 1.0 1.0 1.0
6215,room for one week please,1.0 1.0 1.0 1.0 0.87
6216,a single room please,0.72 1.0 1.0 1.0
6217,a single room please,1.0 1.0 1.0 1.0
6218,i would like a junior suite,1.0 1.0 1.0 1.0 1.0 1.0
6219,i would like a junior suite,1.0 1.0 1.0 1.0 1.0 1.0
6220,i would like a junior suite,1.0 1.0 1.0 1.0 1.0 1.0
6221,i want a,0.98 0.8 0.87
6223,for,0.31
6224,i want i like to have the room for three nights,1.0 1.0 0.62 1.0 0.94 1.0 1.0 1.0 1.0 1.0 1.0
6226,can i have a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6227,a twin zimmer,1.0 1.0 0.92
6228,i want to pay with credit card,1.0 1.0 0.84 1.0 1.0 1.0 1.0
6229,do you have a grocery store,1.0 1.0 1.0 0.92 1.0 1.0
6230,where is the grocery,1.0 1.0 1.0 1.0
6231,where is the grocery store,1.0 1.0 1.0 1.0 1.0
6232,i would like to have a three musical tickets,1.0 1.0 1.0 0.96 1.0 0.84 0.99 1.0 0.97
6233,i would like to go at sunday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6234,i would like to go on sunday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6235,a on sunday evening please,0.94 1.0 1.0 1.0 1.0
6236,three tickets for wicked,1.0 1.0 1.0 1.0
6238,three tickets for wicked,1.0 1.0 1.0 1.0
6239,i would like to sit in the tenth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.91 1.0
6242,i want a ticket for the natural history museum,1.0 0.98 0.93 0.92 1.0 1.0 0.97 1.0 1.0
6243,three room,0.47 0.51
6244,blue boots,0.57 0.73
6245,i have three row,1.0 0.49 0.5 0.61
6246,double room,1.0 1.0
6247,twin room,0.79 0.79
6248,i want room,1.0 0.68 1.0
6249,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6252,is there a fitness studio,1.0 1.0 1.0 0.82 0.82
6253,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
6254,is there a gym,1.0 1.0 1.0 1.0
6255,my name is paul,1.0 1.0 1.0 0.84
6257,my name is paolo,1.0 1.0 1.0 0.84
6258,i'm from italy,0.86 1.0 1.0
6259,the capital of italy is rome,0.99 0.99 0.52 0.52 0.99 0.91
6260,the capital city from italy is rome,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6262,i've got three sisters,0.83 0.96 1.0 1.0
6263,a room holidays,0.74 1.0 0.98
6264,i go in holidays,1.0 0.95 0.95 1.0
6265,that's my passport,0.54 1.0 1.0
6266,that's my passport,0.58 1.0 1.0
6267,would,0.45
6268,i'm good,0.58 0.7
6269,room,0.88
6274,i want boots,1.0 0.89 1.0
6279,i want a room for two nights,1.0 0.99 0.96 1.0 1.0 0.98 1.0
6280,i want a room for two nights,1.0 1.0 0.91 1.0 1.0 1.0 1.0
6281,a twin room please,1.0 1.0 1.0 1.0
6282,a twin room please,1.0 1.0 1.0 1.0
6283,a twin room please,1.0 1.0 1.0 1.0
6284,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6285,is there a grocery store,1.0 1.0 1.0 1.0 1.0
6286,i would like a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6287,i would like a single room,1.0 1.0 1.0 1.0 0.99 1.0
6288,i would like a single room,1.0 1.0 1.0 1.0 1.0 1.0
6289,i would like a single room,1.0 1.0 1.0 1.0 0.92 1.0
6290,can i pay with mastercard,1.0 1.0 1.0 1.0 0.96
6291,is there a swimming pool,1.0 1.0 1.0 0.64 0.63
6292,is there a swimming pool,1.0 1.0 1.0 0.93 0.93
6293,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
6294,where is,1.0 1.0
6295,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
6296,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
6299,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6300,i would like a single room please,1.0 1.0 1.0 1.0 0.69 1.0 1.0
6301,i would like a single room please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6302,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6303,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
6304,i would like a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6305,a twin room please,0.96 1.0 1.0 1.0
6306,a twin room please,1.0 1.0 1.0 1.0
6307,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6308,is there a lift,1.0 1.0 1.0 1.0
6309,where is the lift,1.0 1.0 1.0 1.0
6310,i would like a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6311,i would like a twin room,1.0 1.0 1.0 1.0 1.0 1.0
6312,i want to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
6313,you can't use help at the silver level,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6314,you can't use help at the silver level,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6318,single room,0.6 0.6
6325,i would like a sparkling water,1.0 1.0 1.0 1.0 1.0 1.0
6326,i want a steak,1.0 1.0 0.63 0.99
6327,i want a steak,1.0 1.0 0.65 1.0
6328,i want the steak,1.0 1.0 0.51 0.98
6329,i want my steak blue,1.0 1.0 1.0 1.0 0.97
6330,i would like my steak blue,1.0 1.0 1.0 1.0 1.0 1.0
6332,i would like a steak potato,1.0 1.0 1.0 0.96 0.99 0.64
6333,i would like a baked potato,0.78 0.77 0.79 0.97 0.94 0.99
6334,i would like the dessert card,1.0 1.0 1.0 0.97 0.99 1.0
6335,could i see the dessert menu,1.0 1.0 0.99 1.0 1.0 1.0
6336,i would like the chocolate ice cream,1.0 1.0 1.0 1.0 0.99 1.0 1.0
6337,i would like the check,1.0 1.0 1.0 1.0 1.0
6338,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6339,can i have two large,1.0 1.0 1.0 0.64 0.65
6340,i would like go,1.0 1.0 1.0 0.95
6342,i'm a ticket to green park,0.43 0.83 0.89 0.89 1.0 1.0
6343,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6344,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 0.95 0.95
6345,i would like to pay by post card,1.0 1.0 1.0 0.8 1.0 1.0 0.99 0.99
6346,can i pay with euros,0.97 0.98 1.0 0.94 0.68
6347,i would like a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.99
6349,i would like to have a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6350,i want to pay with credit card,0.95 0.9 1.0 1.0 1.0 1.0 1.0
6351,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6352,i would like to have a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6353,i want to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6354,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6355,can i pay with euros,1.0 1.0 1.0 1.0 0.69
6356,i would like the pay,1.0 1.0 1.0 0.44 0.97
6364,i need a ticket to green park,1.0 0.99 1.0 1.0 1.0 1.0 0.99
6365,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6366,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6367,can i pay with credit card,1.0 1.0 1.0 0.98 1.0 1.0
6368,where is the gym westminster,1.0 1.0 1.0 1.0 0.69
6369,i need a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0
6370,i need a ticket to westminster,1.0 0.96 1.0 1.0 1.0 1.0
6371,can i pay with mastercard,1.0 1.0 1.0 1.0 0.96
6374,i need a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6375,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6376,i would like to pay with dollars,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6377,i want a ticket to green park,1.0 0.71 1.0 1.0 1.0 1.0 1.0
6378,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6380,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6381,can i pay with food,1.0 1.0 1.0 0.56 0.79
6382,i want a twin room,0.59 0.52 0.94 0.96 0.99
6383,i pay boots,1.0 0.59 0.64
6384,i need a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0
6385,i need a ticket to westminster,1.0 1.0 1.0 1.0 1.0 0.64
6386,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6387,i need a ticket to westminster,1.0 1.0 1.0 1.0 1.0 0.93
6388,i need a ticket to westminster,0.99 0.98 1.0 1.0 1.0 0.99
6389,i need a ticket to westminster,1.0 1.0 1.0 1.0 1.0 0.92
6391,i want a ticket to westminster,1.0 0.97 1.0 1.0 1.0 1.0
6392,i need a room for,0.93 0.8 0.79 0.59 0.75
6393,i need a ticket to westminster,0.99 0.94 1.0 1.0 1.0 1.0
6394,can i pay with credit card,1.0 1.0 1.0 0.62 0.96 0.99
6396,i'm gas,1.0 0.44
6397,i need a ticket to westminster,0.98 0.95 1.0 1.0 1.0 1.0
6398,three tickets,0.45 0.43
6399,i would like one musical ticket,1.0 1.0 1.0 1.0 1.0 0.98
6401,i would like to go on thursday five nights,1.0 1.0 1.0 1.0 1.0 1.0 0.89 0.47 0.98
6402,i want tickets for starlight express,0.52 0.54 0.53 1.0 1.0 1.0
6403,you have,0.47 0.49
6404,i need a ticket to trafalgar scar,1.0 1.0 1.0 1.0 1.0 1.0 0.99
6405,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6406,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6407,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6408,i need a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6409,i need a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6410,i need a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6411,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6412,do i need a ticket to green park,0.44 0.89 0.86 1.0 1.0 1.0 1.0 0.99
6413,i want a ticket to green park,1.0 0.94 1.0 1.0 1.0 1.0 1.0
6414,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6415,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.97
6416,i would like to pay with mastercard,1.0 1.0 1.0 0.96 1.0 0.99 0.96
6417,sorry i need a ticket to westminster,0.41 1.0 1.0 1.0 1.0 1.0 1.0
6418,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6420,no i need a ticket to westminster,0.98 1.0 0.98 1.0 1.0 1.0 1.0
6421,i have a ticket to westminster,1.0 1.0 0.48 0.48 0.47 0.48
6422,i would like to have a ticket to westminster,1.0 1.0 1.0 0.97 0.97 1.0 1.0 1.0 1.0
6423,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6425,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6426,i would like to have a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6427,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.9 0.9
6428,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 0.99 0.89 0.89
6429,i would like to pay with dollars,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6430,i would like a still have a ticket to green park,1.0 1.0 1.0 1.0 0.5 1.0 1.0 1.0 1.0 1.0 1.0
6431,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6432,can i have a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6433,can i have a single room,1.0 1.0 1.0 1.0 1.0 1.0
6435,i want to pay with my credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6436,i want to pay with my credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6437,is there a hairdresser,1.0 1.0 1.0 1.0
6438,where is the hairdresser,1.0 1.0 1.0 1.0
6440,i would like to stay for london,1.0 1.0 1.0 1.0 1.0 0.95 0.57
6441,a twin room,1.0 1.0 1.0
6442,i would like to have a twin room,1.0 1.0 1.0 1.0 1.0 0.99 0.62 0.61
6443,i would like to have a twin room,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6444,can i pay with mastercard,1.0 1.0 1.0 1.0 0.91
6445,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6446,is there a fitness studio,1.0 1.0 1.0 1.0 1.0
6447,i would like to stay for one week,1.0 1.0 1.0 1.0 1.0 0.83 0.98 0.96
6448,a twin room,1.0 1.0 1.0
6449,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6450,i would like to pay with euro,1.0 1.0 1.0 1.0 1.0 0.88 0.75
6451,is there a hairdresser,1.0 1.0 1.0 1.0
6452,your hotel have one,0.71 0.78 0.55 0.26
6480,i have a reservation,1.0 0.99 1.0 1.0
6481,i have a reservation,1.0 0.98 1.0 1.0
6482,i have a reservation,1.0 0.83 1.0 1.0
6483,i would like to have i have a reservation i have can i have a reservation,1.0 0.99 0.99 0.59 0.95 1.0 0.98 1.0 1.0 1.0 0.66 0.35 0.99 1.0 1.0 1.0
6484,i have a reservation,1.0 0.99 1.0 1.0
6485,i have no reservation,1.0 1.0 1.0 1.0
6486,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
6487,i will have a reservation,1.0 0.62 1.0 1.0 1.0
6488,i would like to stay for seven nights,0.97 0.81 1.0 0.98 0.98 0.98 1.0 1.0
6489,i'd like to have a room for seven nights,0.96 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0
6491,i would like a room for mamma mia,0.93 0.93 1.0 1.0 1.0 1.0 0.8 0.8
6493,a single room please,1.0 1.0 1.0 1.0
6494,i will pay with post card,1.0 0.35 0.67 0.87 0.93 0.93
6495,i want to pay with post card,1.0 1.0 1.0 1.0 1.0 0.9 0.9
6496,i would like a junior suite,1.0 1.0 1.0 1.0 1.0 1.0
6497,i want there a hairdresser,1.0 0.93 1.0 1.0 1.0
6498,where is the hairdresser,1.0 1.0 1.0 1.0
6499,where is the hairdresser,1.0 1.0 1.0 1.0
6500,i have no reservation,1.0 1.0 1.0 1.0
6501,i would don't have a reservation,1.0 0.54 0.97 1.0 1.0 1.0
6502,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
6503,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
6504,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
6506,i have not have a reservation,1.0 0.91 1.0 1.0 1.0 1.0
6507,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
6508,can i have a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6509,i'd like to leave at monday,0.99 1.0 1.0 1.0 0.96 1.0
6510,i would like to leave at monday,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6511,my name is paul,1.0 1.0 1.0 1.0
6512,i'm from austria australia,0.91 0.95 0.66 0.28
6513,i'm from austria,0.97 1.0 1.0
6514,can i have five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6515,i have five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
6516,can i have five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6517,i would like to leave tomorrow at two pm,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97 0.98
6518,i want to leave tomorrow at two pm,1.0 1.0 1.0 1.0 1.0 0.99 0.98 0.99
6519,i want to leave tomorrow at two pm,1.0 1.0 1.0 1.0 1.0 1.0 0.98 0.95
6520,i will name is andrew,1.0 0.63 1.0 1.0 0.59
6521,my name is andrew,1.0 1.0 1.0 1.0
6522,i'm from french,0.56 1.0 0.96
6523,can i have a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6525,can i have one ticket to london,1.0 1.0 1.0 1.0 0.99 1.0 1.0
6526,i want to leave tomorrow at one p m,1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.99 0.99
6527,i want to leave tomorrow at eleven steak medium,1.0 1.0 1.0 1.0 1.0 1.0 0.89 0.84 0.22
6528,i want to leave tomorrow at eleven a m,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.76 0.76
6529,my name is nick,1.0 1.0 1.0 0.99
6530,i'm from turkey,0.87 1.0 1.0
6531,can i have two tickets to london,1.0 1.0 1.0 0.99 1.0 1.0 1.0
6532,i want two tickets to london,1.0 1.0 0.98 1.0 1.0 1.0
6533,i want to leave tomorrow at five p m,1.0 1.0 1.0 1.0 1.0 1.0 0.93 0.93 0.94
6534,my name is stephanie,1.0 1.0 1.0 0.99
6535,i'm from portugal,0.74 1.0 1.0
6536,my name is james,1.0 1.0 1.0 0.99
6537,i want some french,0.76 0.49 0.51 0.79
6538,capital of france is paris,0.99 1.0 1.0 1.0 1.0
6539,the capital from french is paris,1.0 1.0 1.0 0.66 0.71 0.36
6540,the capital from is paris,1.0 1.0 0.56 0.34 0.32
6541,i have one sister,1.0 1.0 1.0 1.0
6542,i would go,1.0 0.68 0.82
6543,i would go on holiday,1.0 0.75 0.98 0.99 0.58
6544,this is my passport,1.0 1.0 1.0 1.0
6546,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6547,i want a i row,1.0 1.0 0.99 1.0 0.62
6548,i want a single room please,1.0 0.67 0.99 0.94 1.0 1.0
6549,i want pay with credit card,1.0 1.0 0.46 1.0 1.0 1.0
6550,i pay with credit card,1.0 1.0 1.0 1.0 1.0
6551,i would sit the hotel bar,1.0 0.61 0.85 0.95 1.0 1.0
6552,is there a hotel bar,1.0 1.0 1.0 1.0 1.0
6553,i have a,1.0 0.97 0.99
6554,i would like a,1.0 1.0 1.0 0.92
6556,a single room please,0.98 0.88 1.0 1.0
6557,i want with a post card i want,1.0 1.0 1.0 0.44 0.65 0.72 1.0 1.0
6558,can i pay with mastercard,1.0 1.0 1.0 1.0 0.97
6559,is there a lift,1.0 1.0 1.0 1.0
6560,where is the lift,1.0 1.0 1.0 0.99
6561,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 0.99 1.0
6562,a twin room please,1.0 1.0 1.0 1.0
6563,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6564,is there a hotel bar,0.94 0.63 0.86 1.0 1.0
6565,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
6566,i would like tickets to london,1.0 1.0 1.0 0.94 1.0 1.0
6567,i want to leave at six pm tomorrow,1.0 1.0 1.0 1.0 0.75 1.0 0.9 1.0
6568,my name is jack,1.0 1.0 1.0 0.84
6569,i'm from turkey,0.72 1.0 1.0
6570,my name is john,1.0 1.0 1.0 0.71
6571,i'm from italy,0.86 1.0 0.95
6572,the capital from my card is rome,0.87 0.99 0.94 0.77 0.5 0.85 0.68
6573,i have four older brothers,1.0 1.0 1.0 0.99 1.0
6574,i am on holidays,0.95 0.91 0.96 0.74
6575,this is my passport,1.0 1.0 1.0 1.0
6576,i like,0.74 0.47
6577,i would like to buy some boots,1.0 1.0 1.0 0.89 1.0 1.0 1.0
6578,i would like to buy some boots,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6579,i would like to buy some go,1.0 1.0 1.0 1.0 1.0 1.0 0.73
6580,white boots,0.99 1.0
6581,i want a thirty-eight,1.0 1.0 0.92 0.62
6582,i want to buy a t-shirt,1.0 1.0 0.99 0.87 0.45 0.82
6583,i would like a t-shirt,1.0 1.0 1.0 0.99 0.96
6584,i would like a t-shirt,1.0 1.0 1.0 1.0 0.95
6585,like a t-shirt,0.5 0.55 0.86
6586,i want white tee shirt please,1.0 1.0 0.82 0.48 0.52 1.0
6587,i need a large,1.0 0.99 0.95 1.0
6588,forty three,1.0 0.93
6590,i'd like a room for seven nights,0.97 1.0 1.0 1.0 1.0 1.0 1.0
6592,i would like a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 0.84 1.0
6593,i would like a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6594,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
6595,i would like a double room,0.99 1.0 1.0 1.0 1.0 1.0
6596,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
6597,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6598,is there a grocery store,1.0 1.0 1.0 1.0 1.0
6599,i would like a still water,1.0 1.0 1.0 1.0 0.7 1.0
6600,i would like a sparkling water,1.0 1.0 1.0 1.0 1.0 1.0
6601,i would like the steak,1.0 1.0 1.0 0.54 1.0
6602,i would like my steak medium,1.0 1.0 1.0 0.89 0.99 0.99
6603,i would like mastercard,1.0 1.0 1.0 0.43
6604,could i see the dessert menu,1.0 1.0 1.0 1.0 1.0 0.87
6605,i would like a shirt,1.0 1.0 1.0 0.99 0.92
6606,i do passport,0.59 0.39 0.46
6607,can i have the bill,0.86 0.87 0.39 0.71 0.73
6608,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.91 0.91
6609,i would like a lemonade,1.0 1.0 1.0 1.0 1.0
6610,i would like the steak,1.0 1.0 1.0 0.49 1.0
6611,i would like my steak medium,1.0 1.0 1.0 1.0 1.0 1.0
6612,i would like a baked potato,1.0 1.0 1.0 1.0 0.79 0.75
6613,could i see the dessert menu,1.0 1.0 1.0 1.0 1.0 1.0
6614,could i see the dessert menu,0.91 0.97 0.97 0.98 0.99 0.99
6615,can i have the dessert card,1.0 1.0 1.0 1.0 1.0 1.0
6617,i would like a fanta,1.0 1.0 1.0 1.0 1.0
6618,i would like a steak,1.0 1.0 1.0 0.65 1.0
6619,i would like my steak rare,1.0 1.0 1.0 1.0 1.0 1.0
6620,the shirt,0.72 0.92
6621,could i see the dessert menu,0.99 1.0 0.87 1.0 1.0 1.0
6622,i would like the dessert menu,1.0 1.0 1.0 0.78 0.65 0.72
